SitID	UWI (AGS)	UWI
118634	0914142615AA0	AA/15-26-091-14W4/0
118639	0914152610AA0	AA/10-26-091-15W4/0
118640	0914152910AA0	AA/10-29-091-15W4/0
118642	0914161110AA0	AA/10-11-091-16W4/0
118643	0914162610AA0	AA/10-26-091-16W4/0
118644	0914162910AA0	AA/10-29-091-16W4/0
118645	0914170207AA0	AA/07-02-091-17W4/0
118646	0914170810AA0	AA/10-08-091-17W4/0
118647	0914171511000	00/11-15-091-17W4/0
144389	0914173011000	00/11-30-091-17W4/0
144391	0914180110000	00/10-01-091-18W4/0
118651	0914181407000	00/07-14-091-18W4/0
118653	0914182610000	00/10-26-091-18W4/0
144392	0914183307000	00/07-33-091-18W4/0
118656	0914190306000	00/06-03-091-19W4/0
165041	0914190704000	00/04-07-091-19W4/0
165044	0914192202000	00/02-22-091-19W4/0
144393	0914192813000	00/13-28-091-19W4/0
118658	0914192911000	00/11-29-091-19W4/0
144396	0914200311000	00/11-03-091-20W4/0
165045	0914200711000	00/11-07-091-20W4/0
118662	0914201410000	00/10-14-091-20W4/0
118665	0914202611020	02/11-26-091-20W4/0
118673	0914211211000	00/11-12-091-21W4/0
118674	0914211311000	00/11-13-091-21W4/0
118871	0924080213AA0	AA/13-02-092-08W4/0
118874	0924080712AA0	AA/12-07-092-08W4/0
118879	0924082116AA0	AA/16-21-092-08W4/0
118880	0924082316AA0	AA/16-23-092-08W4/0
165065	0924090103AA0	AA/03-01-092-09W4/0
165137	0924092216AA0	AA/16-22-092-09W4/0
165157	0924093203AA0	AA/03-32-092-09W4/0
119100	0924100404AA0	AA/04-04-092-10W4/0
119122	0924100911AA0	AA/11-09-092-10W4/0
119210	0924101503AA0	AA/03-15-092-10W4/0
144479	0924103415AB0	AB/15-34-092-10W4/0
119859	0924110504AA0	AA/04-05-092-11W4/0
119889	0924111911AA0	AA/11-19-092-11W4/0
119918	0924112304AB0	AB/04-23-092-11W4/0
120031	0924113001AA0	AA/01-30-092-11W4/0
120225	0924120501AA0	AA/01-05-092-12W4/0
120233	0924121704AA0	AA/04-17-092-12W4/0
120236	0924122401AA0	AA/01-24-092-12W4/0
144533	0924123501AA0	AA/01-35-092-12W4/0
144547	0924132009AA0	AA/09-20-092-13W4/0
144548	0924132310AA0	AA/10-23-092-13W4/0
154994	0924141609AA0	AA/09-16-092-14W4/0
120249	0924150810AA0	AA/10-08-092-15W4/0
120252	0924161110AA0	AA/10-11-092-16W4/0
120253	0924162610AA0	AA/10-26-092-16W4/0
120254	0924162910AA0	AA/10-29-092-16W4/0
120255	0924171110AA0	AA/10-11-092-17W4/0
120258	0924172610AA0	AA/10-26-092-17W4/0
120259	0924172910AA0	AA/10-29-092-17W4/0
154995	0924180411000	00/11-04-092-18W4/0
120264	0924181207000	00/07-12-092-18W4/0
120267	0924182510000	00/10-25-092-18W4/0
144560	0924183411000	00/11-34-092-18W4/0
120272	0924190206000	00/06-02-092-19W4/0
120274	0924191610000	00/10-16-092-19W4/0
120275	0924193011000	00/11-30-092-19W4/0
120276	0924193506000	00/06-35-092-19W4/0
120278	0924201810000	00/10-18-092-20W4/0
144565	0924202404000	00/04-24-092-20W4/0
120282	0924202906000	00/06-29-092-20W4/0
144566	0924203605000	00/05-36-092-20W4/0
120286	0924210811000	00/11-08-092-21W4/0
120290	0924211306000	00/06-13-092-21W4/0
120291	0924211410000	00/10-14-092-21W4/0
120299	0924212312000	00/12-23-092-21W4/0
120304	0924213611000	00/11-36-092-21W4/0
120430	0934061810AA0	AA/10-18-093-06W4/0
120436	0934071210AA0	AA/10-12-093-07W4/0
120439	0934072102AA0	AA/02-21-093-07W4/0
120442	0934072816AA0	AA/16-28-093-07W4/0
120445	0934073612AA0	AA/12-36-093-07W4/0
120446	0934080210AA0	AA/10-02-093-08W4/0
120449	0934081210AA0	AA/10-12-093-08W4/0
120450	0934081410AA0	AA/10-14-093-08W4/0
120453	0934082410AA0	AA/10-24-093-08W4/0
120459	0934090404AA0	AA/04-04-093-09W4/0
179246	0934090802AA0	AA/02-08-093-09W4/0
120484	0934091803AA0	AA/03-18-093-09W4/0
120522	0934093603AA0	AA/03-36-093-09W4/0
120525	0934100110AA0	AA/10-01-093-10W4/0
179250	0934101207AB0	AB/07-12-093-10W4/0
120723	0934101714AA0	AA/14-17-093-10W4/0
120766	0934103601AA0	AA/01-36-093-10W4/0
144700	0934110403AC0	AC/03-04-093-11W4/0
121048	0934111512AB0	AB/12-15-093-11W4/0
121229	0934112801AA0	AA/01-28-093-11W4/0
121295	0934113201AA0	AA/01-32-093-11W4/0
121368	0934120715AC0	AC/15-07-093-12W4/0
121393	0934121812AA0	AA/12-18-093-12W4/0
121397	0934122316AA0	AA/16-23-093-12W4/0
121425	0934123507AA0	AA/07-35-093-12W4/0
121444	0934131216AA0	AA/16-12-093-13W4/0
144742	0934132301AB0	AB/01-23-093-13W4/0
144744	0934132907AA0	AA/07-29-093-13W4/0
179253	0934150710000	00/10-07-093-15W4/0
155056	0934152801AA0	AA/01-28-093-15W4/0
121454	0934170810AA0	AA/10-08-093-17W4/0
121457	0934172910AA0	AA/10-29-093-17W4/0
144750	0934180711000	00/11-07-093-18W4/0
121460	0934181011000	00/11-10-093-18W4/0
121469	0934183111000	00/11-31-093-18W4/0
144755	0934190314000	00/14-03-093-19W4/0
121473	0934192207000	00/07-22-093-19W4/0
144756	0934192708000	00/08-27-093-19W4/0
171516	0934193607000	00/07-36-093-19W4/0
121476	0934200306000	00/06-03-093-20W4/0
121478	0934201205000	00/05-12-093-20W4/0
121479	0934202505000	00/05-25-093-20W4/0
144757	0934203105000	00/05-31-093-20W4/0
121481	0934210106000	00/06-01-093-21W4/0
121484	0934211411000	00/11-14-093-21W4/0
144763	0934213316000	00/16-33-093-21W4/0
144764	0934213515000	00/15-35-093-21W4/0
121602	0944061710AA0	AA/10-17-094-06W4/0
121605	0944062010AA0	AA/10-20-094-06W4/0
121607	0944063211AA0	AA/11-32-094-06W4/0
121608	0944063311AA0	AA/11-33-094-06W4/0
121613	0944071009AA0	AA/09-10-094-07W4/0
184098	0944072304AA0	AA/04-23-094-07W4/0
184128	0944072910AA0	AA/10-29-094-07W4/0
184130	0944073010AA0	AA/10-30-094-07W4/0
144809	0944081511AB0	AB/11-15-094-08W4/0
144812	0944082014AA0	AA/14-20-094-08W4/0
144816	0944082714AA0	AA/14-27-094-08W4/0
144820	0944083101AA0	AA/01-31-094-08W4/0
121679	0944090505AA0	AA/05-05-094-09W4/0
121755	0944091706AB0	AB/06-17-094-09W4/0
165287	0944092314AA0	AA/14-23-094-09W4/0
171529	0944093605AA0	AA/05-36-094-09W4/0
121991	0944100111AA0	AA/11-01-094-10W4/0
121999	0944101104AA0	AA/04-11-094-10W4/0
122040	0944102304AA0	AA/04-23-094-10W4/0
122094	0944103403AA0	AA/03-34-094-10W4/0
122145	0944110612AB0	AB/12-06-094-11W4/0
122157	0944111107AB0	AB/07-11-094-11W4/0
122166	0944111607AA0	AA/07-16-094-11W4/0
122201	0944113009AA0	AA/09-30-094-11W4/0
122210	0944120105AA0	AA/05-01-094-12W4/0
122219	0944120209AA0	AA/09-02-094-12W4/0
122238	0944120701AA0	AA/01-07-094-12W4/0
122283	0944122601AA0	AA/01-26-094-12W4/0
122287	0944122901AA0	AA/01-29-094-12W4/0
122289	0944130310AA0	AA/10-03-094-13W4/0
122290	0944130911AA0	AA/11-09-094-13W4/0
122293	0944132407AA0	AA/07-24-094-13W4/0
122294	0944132806AA0	AA/06-28-094-13W4/0
122297	0944140810AA0	AA/10-08-094-14W4/0
122298	0944141007AA0	AA/07-10-094-14W4/0
122300	0944142007AA0	AA/07-20-094-14W4/0
122301	0944142314AA0	AA/14-23-094-14W4/0
122303	0944150106AA0	AA/06-01-094-15W4/0
122307	0944153016AA0	AA/16-30-094-15W4/0
155099	0944160606AA0	AA/06-06-094-16W4/0
122309	0944161110AA0	AA/10-11-094-16W4/0
179266	0944163511000	00/11-35-094-16W4/0
165319	0944163606030	03/06-36-094-16W4/0
122314	0944173103000	00/03-31-094-17W4/0
122317	0944180507000	00/07-05-094-18W4/0
122323	0944181608000	00/08-16-094-18W4/0
122326	0944182405000	00/05-24-094-18W4/0
122332	0944183509000	00/09-35-094-18W4/0
144835	0944190109000	00/09-01-094-19W4/0
144838	0944191611000	00/11-16-094-19W4/0
144839	0944192407000	00/07-24-094-19W4/0
122335	0944192807000	00/07-28-094-19W4/0
179268	0944200607000	00/07-06-094-20W4/0
165321	0944210310000	00/10-03-094-21W4/0
165327	0944211507000	00/07-15-094-21W4/0
144841	0944212304000	00/04-23-094-21W4/0
122341	0944212911000	00/11-29-094-21W4/0
122499	0954060210AA0	AA/10-02-095-06W4/0
122502	0954061110AA0	AA/10-11-095-06W4/0
122505	0954070101AA0	AA/01-01-095-07W4/0
122555	0954071403000	00/03-14-095-07W4/0
122595	0954072011AA0	AA/11-20-095-07W4/0
122616	0954073501AA0	AA/01-35-095-07W4/0
144873	0954080106AA0	AA/06-01-095-08W4/0
144901	0954081510AA0	AA/10-15-095-08W4/0
155247	0954083006AA0	AA/06-30-095-08W4/0
122781	0954083510AA0	AA/10-35-095-08W4/0
155253	0954090108AA0	AA/08-01-095-09W4/0
155271	0954091310AB0	AB/10-13-095-09W4/0
155276	0954091708AA0	AA/08-17-095-09W4/0
122903	0954093003AA0	AA/03-30-095-09W4/0
122982	0954100906AA0	AA/06-09-095-10W4/0
123024	0954101504AA0	AA/04-15-095-10W4/0
123262	0954102816AB0	AB/16-28-095-10W4/0
123293	0954103108AA0	AA/08-31-095-10W4/0
123417	0954111811AA0	AA/11-18-095-11W4/0
123424	0954112011AA0	AA/11-20-095-11W4/0
123442	0954113003AA0	AA/03-30-095-11W4/0
123465	0954113616AB0	AB/16-36-095-11W4/0
123468	0954120301AA0	AA/01-03-095-12W4/0
123472	0954120801AA0	AA/01-08-095-12W4/0
123506	0954122409AA0	AA/09-24-095-12W4/0
123528	0954122914AA0	AA/14-29-095-12W4/0
123554	0954130901AA0	AA/01-09-095-13W4/0
123555	0954131303AA0	AA/03-13-095-13W4/0
123557	0954132610AA0	AA/10-26-095-13W4/0
123561	0954140713AA0	AA/13-07-095-14W4/0
165424	0954150708000	00/08-07-095-15W4/0
123573	0954151113AA0	AA/13-11-095-15W4/0
123579	0954152302AA0	AA/02-23-095-15W4/0
179349	0954160905000	00/05-09-095-16W4/0
179350	0954161203000	00/03-12-095-16W4/0
123598	0954162506AA0	AA/06-25-095-16W4/0
179351	0954163606000	00/06-36-095-16W4/0
123603	0954170504000	00/04-05-095-17W4/0
123605	0954172301AA0	AA/01-23-095-17W4/0
123610	0954180407000	00/07-04-095-18W4/0
123616	0954181611000	00/11-16-095-18W4/0
123618	0954182510000	00/10-25-095-18W4/0
123620	0954182803000	00/03-28-095-18W4/0
144992	0954190101000	00/01-01-095-19W4/0
123623	0954202015000	00/15-20-095-20W4/0
123625	0954210607000	00/07-06-095-21W4/0
123627	0954210810000	00/10-08-095-21W4/0
123628	0954211011000	00/11-10-095-21W4/0
145017	0964061516AA0	AA/16-15-096-06W4/0
123771	0964070101AA0	AA/01-01-096-07W4/0
123773	0964070301AA0	AA/01-03-096-07W4/0
123819	0964071902AA0	AA/02-19-096-07W4/0
123851	0964072605AA0	AA/05-26-096-07W4/0
123878	0964073212AA0	AA/12-32-096-07W4/0
123898	0964080511AA0	AA/11-05-096-08W4/0
123922	0964081111AA0	AA/11-11-096-08W4/0
123973	0964082016AA0	AA/16-20-096-08W4/0
123982	0964082303AA0	AA/03-23-096-08W4/0
124052	0964083210AA0	AA/10-32-096-08W4/0
124115	0964090713AB0	AB/13-07-096-09W4/0
124208	0964092507AA0	AA/07-25-096-09W4/0
124232	0964093106AA0	AA/06-31-096-09W4/0
124239	0964093601AA0	AA/01-36-096-09W4/0
124271	0964100302AA0	AA/02-03-096-10W4/0
124438	0964101203AB0	AB/03-12-096-10W4/0
124516	0964101810AB0	AB/10-18-096-10W4/0
124582	0964103106AA0	AA/06-31-096-10W4/0
124607	0964110105AA0	AA/05-01-096-11W4/0
124671	0964110911AA0	AA/11-09-096-11W4/0
124779	0964112409AA0	AA/09-24-096-11W4/0
124811	0964113615AA0	AA/15-36-096-11W4/0
124831	0964120504AA0	AA/04-05-096-12W4/0
124843	0964121607AA0	AA/07-16-096-12W4/0
124851	0964122411AA0	AA/11-24-096-12W4/0
124862	0964123210AA0	AA/10-32-096-12W4/0
124871	0964131410AA0	AA/10-14-096-13W4/0
124873	0964132407AA0	AA/07-24-096-13W4/0
124874	0964132508AA0	AA/08-25-096-13W4/0
124876	0964132710AA0	AA/10-27-096-13W4/0
124877	0964140806AA0	AA/06-08-096-14W4/0
124878	0964141411AA0	AA/11-14-096-14W4/0
124880	0964142506AA0	AA/06-25-096-14W4/0
124881	0964142711AA0	AA/11-27-096-14W4/0
124884	0964150203AA0	AA/03-02-096-15W4/0
124885	0964150914000	00/14-09-096-15W4/0
124888	0964152803AA0	AA/03-28-096-15W4/0
124891	0964161808AA0	AA/08-18-096-16W4/0
165436	0964162316000	00/16-23-096-16W4/0
124892	0964162503AA0	AA/03-25-096-16W4/0
124893	0964162803AA0	AA/03-28-096-16W4/0
124894	0964163008AA0	AA/08-30-096-16W4/0
124895	0964170911000	00/11-09-096-17W4/0
124898	0964180210000	00/10-02-096-18W4/0
124899	0964181211000	00/11-12-096-18W4/0
124902	0964182308000	00/08-23-096-18W4/0
124903	0964192901000	00/01-29-096-19W4/0
124904	0964210610000	00/10-06-096-21W4/0
125051	0974061510AA0	AA/10-15-097-06W4/0
125058	0974062710AA0	AA/10-27-097-06W4/0
125061	0974062910AA0	AA/10-29-097-06W4/0
125065	0974063310AA0	AA/10-33-097-06W4/0
125069	0974070402AA0	AA/02-04-097-07W4/0
125085	0974071810AA0	AA/10-18-097-07W4/0
125115	0974073010AA0	AA/10-30-097-07W4/0
125119	0974073210AA0	AA/10-32-097-07W4/0
125150	0974080404AA0	AA/04-04-097-08W4/0
125199	0974081215AA0	AA/15-12-097-08W4/0
125235	0974082415AA0	AA/15-24-097-08W4/0
125256	0974090714AA0	AA/14-07-097-09W4/0
125266	0974091806AA0	AA/06-18-097-09W4/0
125280	0974093006AA0	AA/06-30-097-09W4/0
125295	0974100612AA0	AA/12-06-097-10W4/0
125345	0974101801AA0	AA/01-18-097-10W4/0
125373	0974102605AA0	AA/05-26-097-10W4/0
125393	0974103115AC0	AC/15-31-097-10W4/0
125421	0974110716AA0	AA/16-07-097-11W4/0
125449	0974111202AA0	AA/02-12-097-11W4/0
125483	0974112102AA0	AA/02-21-097-11W4/0
125525	0974112914AA0	AA/14-29-097-11W4/0
125537	0974113511AA0	AA/11-35-097-11W4/0
125548	0974120812AA0	AA/12-08-097-12W4/0
125556	0974122303AA0	AA/03-23-097-12W4/0
125562	0974122913AA0	AA/13-29-097-12W4/0
125564	0974123610AA0	AA/10-36-097-12W4/0
125565	0974130106AA0	AA/06-01-097-13W4/0
145095	0974131515AA0	AA/15-15-097-13W4/0
155310	0974140406AA0	AA/06-04-097-14W4/0
125569	0974150106AA0	AA/06-01-097-15W4/0
125570	0974151806AA0	AA/06-18-097-15W4/0
125572	0974161603000	00/03-16-097-16W4/0
125574	0974191010000	00/10-10-097-19W4/0
125575	0974210514000	00/14-05-097-21W4/0
125697	0984060611AA0	AA/11-06-098-06W4/0
125702	0984070214AA0	AA/14-02-098-07W4/0
125704	0984070316AA0	AA/16-03-098-07W4/0
125706	0984070610AA0	AA/10-06-098-07W4/0
125722	0984080110AA0	AA/10-01-098-08W4/0
125751	0984100601AA0	AA/01-06-098-10W4/0
125804	0984100815AA0	AA/15-08-098-10W4/0
125811	0984101612AA0	AA/12-16-098-10W4/0
125816	0984101810AA0	AA/10-18-098-10W4/0
125829	0984110102AA0	AA/02-01-098-11W4/0
125876	0984111304AA0	AA/04-13-098-11W4/0
125896	0984111612AA0	AA/12-16-098-11W4/0
125902	0984111908AA0	AA/08-19-098-11W4/0
125908	0984120115AA0	AA/15-01-098-12W4/0
125910	0984120804AA0	AA/04-08-098-12W4/0
125914	0984121915AA0	AA/15-19-098-12W4/0
125915	0984122407AA0	AA/07-24-098-12W4/0
125916	0984123308AA0	AA/08-33-098-12W4/0
125918	0984130509AA0	AA/09-05-098-13W4/0
125922	0984132116AA0	AA/16-21-098-13W4/0
126027	0994070616AA0	AA/16-06-099-07W4/0
126031	0994080216AA0	AA/16-02-099-08W4/0
126033	0994081413AA0	AA/13-14-099-08W4/0
126034	0994081613AA0	AA/13-16-099-08W4/0
126035	0994081813AA0	AA/13-18-099-08W4/0
126036	0994090416AA0	AA/16-04-099-09W4/0
126039	0994101013AA0	AA/13-10-099-10W4/0
126043	0994101816AA0	AA/16-18-099-10W4/0
126048	0994111616AA0	AA/16-16-099-11W4/0
126051	0994113502AA0	AA/02-35-099-11W4/0
126055	0994120602AA0	AA/02-06-099-12W4/0
126057	0994121508AA0	AA/08-15-099-12W4/0
126060	0994122907AA0	AA/07-29-099-12W4/0
126061	0994130210000	00/10-02-099-13W4/0
126063	0994131611AA0	AA/11-16-099-13W4/0
126064	0994132309AA0	AA/09-23-099-13W4/0
126066	0994133416AA0	AA/16-34-099-13W4/0
126068	0994140907AA0	AA/07-09-099-14W4/0
126069	0994142211AA0	AA/11-22-099-14W4/0
126070	0994142411AA0	AA/11-24-099-14W4/0
126071	0994142902AA0	AA/02-29-099-14W4/0
126073	0994150911AA0	AA/11-09-099-15W4/0
126074	0994151212AA0	AA/12-12-099-15W4/0
126076	0994152611AA0	AA/11-26-099-15W4/0
126151	1004122911AA0	AA/11-29-100-12W4/0
126152	1004130609AA0	AA/09-06-100-13W4/0
126154	1004131311AA0	AA/11-13-100-13W4/0
126156	1004132201AA0	AA/01-22-100-13W4/0
126157	1004133514AA0	AA/14-35-100-13W4/0
126160	1004141606AA0	AA/06-16-100-14W4/0
126161	1004142910AA0	AA/10-29-100-14W4/0
126162	1004143509AA0	AA/09-35-100-14W4/0
126231	1014120807AA0	AA/07-08-101-12W4/0
126234	1014123106AA0	AA/06-31-101-12W4/0
126235	1014130501AA0	AA/01-05-101-13W4/0
126236	1014131415AA0	AA/15-14-101-13W4/0
126237	1014131716AA0	AA/16-17-101-13W4/0
126238	1014132711AA0	AA/11-27-101-13W4/0
126239	1014133011AA0	AA/11-30-101-13W4/0
126240	1014140811AA0	AA/11-08-101-14W4/0
126241	1014141414AA0	AA/14-14-101-14W4/0
126243	1014142906AA0	AA/06-29-101-14W4/0
126244	1014143506AA0	AA/06-35-101-14W4/0
